question,source,retrieved_doc_ids
What will be the primary manufacturing outcome(s) of the project for ADR and how will it contribute to their competitive edge in the market?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What is the key project that will help increase the manufacturing base and capabilities of the company?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['MIQ Grant Application CS.docx.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf', 'MIQ Grant Application CS.docx.pdf', 'Automation Plan updated FY2020.docx.pdf']"
What type of advanced technologies or innovative approaches will be adopted or created in the project involving the adaptation of an existing QUT machine vision capability for autonomously identifying humans from an aerial platform? What is unique about this project?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What is the unique aspect of the project involving the modification of state-of-the-art machine vision systems to ADRs UAS?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What plans will be implemented to encourage effective collaboration between project partners and other small and medium businesses in the given project?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['MIQ Grant Application CS.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'Arm Hub Workshop 02.02.2021 Final.pptx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf']"
"What benefits does this project provide for others, such as other businesses, supply chains, and research organizations?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'MIQ Grant Application CS.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ITRP Brochure 28.05.19.pdf']"
"What is the anticipated return on investment for the project (eg sales revenue, exports, jobs, growth, other revenue sources related to project -related commercial transactions and IP utilisation, etc)?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'Voltin Ignite Ideas EOI  Draft 14 July.pdf', 'Voltin Ignite Ideas EOI  Draft 14 July.pdf']"
"What evidence can the industry participant(s) provide that this research project is a strategic priority within their organisation and will be championed accordingly (e.g. leadership buy-in, finances, resources, project management)?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'MIQ Grant Application CS.docx.pdf', 'MIQ Grant Application CS.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
"What is the size/scale of the market opportunity for Inspection, Search and Rescue (ISR) drones according to Boston Consulting Group's expectations by 2021?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf']"
"What are the primary barriers to entry to the target markets, and how can these barriers be overcome through this project?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'BRII Draft Application OLD.docx (1).pdf', 'BRII Draft Application OLD.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What steps is ADR taking to promote their product and engage with stakeholders in the given paragraph?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What opportunities are there to access global markets for the project described in the paragraph?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'BRII Draft Application OLD.docx.pdf', 'BRII Draft Application OLD.docx (1).pdf', 'MIQ Grant Application CS.docx.pdf']"
What is the purpose of the Project Management Committee (PMC) in the project?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
Who can convene a meeting of a PMC at any time for the purposes of obtaining a report and confirming the status of the project?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
"What are the total non-staff in-kind contributions for Australian Droid + Robot, ARM Hub in the given paragraph?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', '20201124 Sun Metals Quote 30 Nov.pdf']"
What is the total Cash Contributions (Excluding GST) mentioned in the paragraph?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf', 'AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf', '005856.pdf', 'Voltin Ignite Ideas EOI  Draft 14 July.pdf']"
What is the completion date for the Collaboration Report on collaboration opportunities and Value Realised for Industrial Participants?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['Scheduling Notes.docx.pdf', 'Arm Hub Workshop 02.02.2021 Final.pptx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
"What is the base salary of Joe Cronin, the Senior Manager?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', '20221128_FIN_Revised budget_Banana de-handing Draft for FFS 202210119+ (1).xlsx.pdf', '20221128_FIN_Revised budget_Banana de-handing Draft for FFS 202210119+ (1).xlsx.pdf', '20221222_BUD_ARM_Project Costing_TC_1.0.xlsx.pdf']"
"What are the total expenses for RGB and Thermal Sensors, 2 UAVs, and ARM Hub Facility costs in the given paragraph?",['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['20221128_FIN_Revised budget_Banana de-handing Draft for FFS 202210119+ (1).xlsx.pdf', '20221128_FIN_Revised budget_Banana de-handing Draft for FFS 202210119+ (1).xlsx.pdf', 'DRAFT Microwave Tree Zapper Options Review.pdf', '20221128_FIN_Revised budget_Banana de-handing Draft for FFS 202210119+ (1).xlsx.pdf']"
When will the Project commence and when will it be completed according to the details provided?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['MIQ Grant Application CS.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'Scheduling Notes.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What is the maximum cash Contribution profile of a single activate Project and how is it distributed between Industry and IMCRC?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'AMGC National Robotics Industry Fund Grant Guidelines V16[25]- Cori Edits.docx.pdf']"
What insurances must each Participant have and maintain according to Item 6 of the agreement?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf']"
Who may act as their own insurer or be insured with an insurer not authorised by APRA according to the paragraph?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf', 'AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf', 'AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf']"
Who will be responsible for the day-to-day team leadership in the Project Management Committee structure?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
When will IMCRC pay the Project Collaborators the Project Funds?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What are the Project In-Kind Contributions of the Project Collaborators and how are they valued?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', '20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
Who will be the Project IP Owning Party according to the given paragraph?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What kind of license does each Party grant to the other Parties during the term of the Project for using Background IP?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf']"
Who will maintain a register recording all necessary Background IP made available under this Agreement?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What must any party not authorised under the Agreement do if they want to use the Project IP for any purpose?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
Who must respond to a request to provide information regarding Project IP developed by them or under development by them?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What must a Party do in relation to the disclosure or use of the Project IP in case of infringement?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What are the Activities defined as in the Agreement?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf']"
What is the definition of 'Business Day' in relation to the doing of any action in a place?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'Minor Services Agreement.docx.pdf']"
What is the definition of 'Milestones' in the given paragraph?,['ADR Project Agreement Draft 110121 (002).docx.pdf'],"['Scheduling Notes.docx.pdf', 'IMCRC manufacturing readiness levels.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
